orderID,custID,orderDate,status,totalPrice,paymentMethod
618,908,2024-08-31,Shipped,150000,Gopay
619,876,2024-04-17,Processed,138000,Cash
620,902,2024-07-07,Completed,164000,OVO
621,657,2024-08-26,Processed,113000,Dana
622,672,2024-02-26,Shipped,201000,Gopay
623,223,2024-08-13,Processed,111000,Dana
624,710,2024-08-10,Shipped,154000,OVO
625,740,2024-03-21,Shipped,55000,Dana
626,384,2025-01-07,Processed,94000,Cash
627,27,2024-04-05,Completed,273000,Cash
628,548,2024-04-09,Processed,149000,Dana
629,582,2024-09-12,Shipped,7000,OVO
630,131,2024-11-18,Shipped,116000,Cash
631,464,2024-08-11,Completed,180000,OVO
632,246,2024-08-29,Shipped,58000,OVO
633,801,2024-10-04,Completed,147000,Dana
634,555,2024-06-11,Completed,143000,Gopay
635,86,2024-07-20,Processed,56000,OVO
636,401,2024-11-10,Completed,167000,Dana
637,831,2024-11-09,Processed,103000,Cash
638,375,2024-04-17,Shipped,103000,OVO
639,532,2024-07-16,Processed,237000,Gopay
640,745,2025-02-17,Completed,49000,Gopay
641,977,2024-12-29,Processed,175000,OVO
642,300,2024-04-21,Completed,204000,OVO
643,701,2025-02-12,Shipped,212000,Cash
644,928,2024-11-01,Processed,142000,Dana
645,113,2024-10-16,Completed,149000,OVO
646,167,2024-07-28,Processed,125000,OVO
647,753,2024-04-10,Processed,6000,Dana
648,556,2024-09-09,Processed,270000,Gopay
649,508,2025-01-17,Processed,30000,Gopay
650,796,2024-10-12,Shipped,18000,Gopay
651,507,2024-06-19,Completed,125000,Dana
652,673,2024-10-26,Completed,287000,OVO
653,987,2024-07-05,Shipped,102000,Cash
654,792,2024-12-14,Processed,170000,OVO
655,786,2025-02-18,Processed,110000,Gopay
656,452,2024-12-03,Shipped,179000,Gopay
657,808,2025-01-13,Completed,91000,Dana
658,875,2024-05-26,Completed,180000,OVO
659,371,2024-11-15,Shipped,273000,Gopay
660,177,2024-08-04,Completed,154000,Dana
661,546,2024-04-14,Processed,66000,Gopay
662,618,2025-01-23,Completed,106000,OVO
663,78,2024-05-26,Completed,42000,OVO
664,702,2025-02-22,Completed,130000,Gopay
665,413,2024-05-24,Processed,167000,OVO
666,53,2024-06-16,Processed,222000,Gopay
667,609,2024-04-16,Shipped,145000,OVO
668,455,2024-05-13,Shipped,90000,OVO
669,723,2025-01-13,Completed,343000,Dana
670,339,2024-09-20,Completed,204000,Cash
671,930,2024-08-28,Shipped,36000,OVO
672,854,2024-10-11,Shipped,308000,Dana
673,524,2024-10-01,Processed,48000,Cash
674,872,2024-10-25,Processed,287000,Gopay
675,301,2024-09-25,Shipped,174000,OVO
676,159,2024-03-02,Shipped,159000,Gopay
677,135,2024-04-08,Processed,252000,Cash
678,366,2024-10-06,Completed,108000,Cash
679,678,2024-10-12,Shipped,191000,Dana
680,188,2024-05-22,Processed,123000,OVO
681,189,2025-01-17,Processed,168000,Dana
682,11,2024-08-21,Processed,175000,Dana
683,505,2025-02-20,Completed,206000,Dana
684,106,2024-10-21,Shipped,72000,OVO
685,423,2024-03-14,Completed,86000,Dana
686,891,2024-06-28,Processed,63000,Gopay
687,22,2024-04-28,Completed,48000,Gopay
688,244,2024-10-02,Completed,160000,OVO
689,191,2024-02-23,Completed,176000,OVO
690,761,2024-12-09,Processed,226000,Cash
691,589,2024-04-16,Processed,200000,Gopay
692,755,2024-12-15,Processed,232000,OVO
693,431,2024-04-04,Processed,238000,Gopay
694,836,2025-01-28,Processed,323000,OVO
695,379,2024-04-22,Shipped,98000,Dana
696,533,2024-11-01,Shipped,321000,Dana
697,914,2024-10-05,Shipped,155000,OVO
698,871,2024-08-10,Processed,358000,OVO
699,354,2024-11-03,Shipped,179000,Cash
700,325,2024-08-24,Processed,255000,Gopay
701,797,2025-02-12,Shipped,154000,Gopay
702,684,2024-03-24,Processed,286000,OVO
703,546,2024-04-27,Completed,371000,Dana
704,272,2024-08-29,Processed,94000,OVO
705,240,2025-01-30,Processed,83000,Dana
706,560,2024-07-11,Completed,380000,Dana
707,349,2024-06-15,Processed,290000,OVO
708,126,2024-04-12,Completed,50000,Dana
709,375,2024-02-23,Processed,10000,Cash
710,174,2024-11-28,Completed,284000,Gopay
711,73,2024-08-20,Processed,56000,Dana
712,328,2024-08-18,Completed,115000,Dana
713,818,2024-10-11,Completed,87000,Gopay
714,849,2024-07-21,Completed,129000,Cash
715,153,2025-02-07,Processed,170000,Cash
716,331,2024-07-01,Shipped,119000,Dana
717,459,2024-10-11,Completed,223000,Cash
718,499,2024-11-15,Shipped,115000,Cash
719,699,2024-05-14,Completed,56000,Gopay
720,453,2024-08-13,Processed,114000,Gopay
721,345,2024-10-12,Completed,94000,Gopay
722,375,2025-01-21,Completed,95000,Dana
723,425,2024-10-15,Shipped,197000,OVO
724,235,2024-03-16,Shipped,336000,Cash
725,672,2024-06-14,Shipped,169000,Dana
726,192,2024-07-06,Completed,61000,OVO
727,202,2024-05-22,Processed,54000,OVO
728,987,2025-02-22,Completed,119000,Cash
729,138,2024-05-16,Shipped,119000,OVO
730,966,2024-06-15,Processed,181000,Dana
731,692,2024-03-14,Shipped,224000,Gopay
732,179,2024-11-13,Shipped,154000,Dana
733,544,2024-09-19,Completed,120000,Cash
734,33,2025-01-03,Completed,110000,Dana
735,881,2025-01-20,Completed,205000,Gopay
736,384,2024-05-28,Completed,489000,Cash
737,732,2024-11-06,Shipped,31000,Gopay
738,16,2024-03-09,Completed,100000,Gopay
739,798,2024-03-31,Completed,202000,Dana
740,1,2024-09-17,Completed,74000,Cash
741,722,2024-07-28,Processed,153000,Cash
742,707,2025-01-17,Processed,147000,Cash
743,498,2024-05-29,Processed,90000,Dana
744,780,2024-10-11,Shipped,151000,Dana
745,561,2024-12-22,Processed,299000,Gopay
746,264,2024-10-07,Processed,128000,Cash
747,471,2024-08-01,Shipped,249000,Gopay
748,599,2024-09-29,Shipped,48000,Gopay
749,378,2024-09-27,Shipped,20000,Gopay
750,35,2025-01-05,Processed,66000,OVO
751,915,2024-10-11,Shipped,124000,Dana
752,694,2024-12-01,Processed,112000,OVO
753,771,2025-01-16,Shipped,52000,Dana
754,270,2024-12-11,Shipped,88000,OVO
755,27,2024-07-13,Shipped,184000,OVO
756,330,2024-03-07,Processed,102000,OVO
757,223,2025-02-09,Completed,105000,Gopay
758,675,2024-10-24,Completed,208000,OVO
759,339,2024-07-22,Completed,100000,OVO
760,271,2024-10-30,Completed,202000,Gopay
761,434,2024-10-16,Processed,85000,Gopay
762,847,2024-09-24,Completed,342000,Gopay
763,626,2024-10-07,Processed,280000,Cash
764,528,2024-07-24,Completed,330000,Cash
765,881,2024-03-31,Processed,241000,Gopay
766,661,2024-11-19,Shipped,282000,Cash
767,408,2024-09-17,Shipped,145000,Gopay
768,569,2024-05-22,Shipped,295000,Dana
769,307,2025-02-14,Processed,297000,OVO
770,453,2024-04-02,Shipped,236000,Dana
771,172,2024-08-10,Processed,177000,Cash
772,757,2024-02-25,Shipped,40000,Gopay
773,634,2024-12-22,Processed,118000,Dana
774,868,2024-03-30,Shipped,96000,Dana
775,308,2024-05-12,Shipped,177000,Gopay
776,320,2024-09-12,Completed,150000,Dana
777,528,2024-08-31,Processed,185000,Dana
778,510,2024-05-22,Processed,204000,OVO
779,753,2024-04-01,Completed,102000,Cash
780,727,2024-04-16,Processed,297000,Cash
781,937,2024-05-09,Shipped,70000,Cash
782,683,2024-11-12,Shipped,228000,Cash
783,561,2024-08-16,Shipped,382000,OVO
784,203,2024-07-04,Shipped,218000,Dana
785,967,2024-05-28,Shipped,36000,Gopay
786,935,2024-11-23,Shipped,148000,OVO
787,215,2024-06-10,Completed,192000,OVO
788,347,2025-02-17,Processed,121000,Gopay
789,44,2025-01-27,Shipped,171000,OVO
790,370,2024-03-03,Shipped,140000,OVO
791,6,2024-09-25,Processed,296000,Dana
792,936,2024-04-10,Completed,130000,OVO
793,69,2024-10-26,Completed,46000,Cash
794,980,2024-11-25,Shipped,193000,Gopay
795,159,2024-06-05,Completed,265000,Cash
796,213,2024-10-28,Completed,161000,OVO
797,87,2024-09-16,Shipped,270000,Gopay
798,881,2024-12-04,Completed,88000,Dana
799,53,2024-08-10,Processed,132000,OVO
800,106,2024-05-05,Shipped,221000,Cash
801,969,2025-01-18,Completed,305000,Dana
802,973,2024-05-20,Shipped,15000,Dana
803,176,2024-03-02,Completed,231000,OVO
804,457,2024-03-04,Processed,57000,OVO
805,967,2024-08-17,Shipped,247000,Dana
806,122,2024-04-13,Processed,274000,Dana
807,646,2024-11-14,Completed,57000,Dana
808,912,2024-10-28,Processed,191000,Gopay
809,660,2024-09-13,Processed,43000,OVO
810,570,2025-01-18,Processed,238000,Dana
811,546,2024-12-13,Completed,116000,Cash
812,808,2024-10-28,Shipped,193000,OVO
813,1000,2024-10-06,Shipped,160000,Dana
814,751,2024-11-04,Processed,180000,Gopay
815,38,2024-04-29,Completed,137000,Gopay
816,76,2024-04-26,Processed,178000,OVO
817,560,2025-01-08,Completed,160000,OVO
818,365,2024-10-12,Completed,83000,Cash
819,811,2024-10-28,Processed,367000,Dana
820,827,2024-12-12,Completed,86000,Cash
821,851,2025-01-30,Processed,54000,Cash
822,671,2024-06-21,Completed,60000,Dana
823,642,2024-06-01,Processed,206000,OVO
824,496,2024-07-15,Processed,24000,OVO
825,651,2024-08-22,Completed,139000,Gopay
826,354,2024-03-24,Completed,223000,Cash
827,769,2025-01-01,Completed,20000,Gopay
828,530,2024-10-21,Shipped,214000,Gopay
829,831,2025-01-22,Completed,137000,Cash
830,16,2025-01-31,Shipped,149000,Gopay
831,666,2025-02-10,Processed,88000,Cash
832,681,2024-12-14,Completed,160000,Cash
833,21,2024-05-27,Processed,63000,Dana
834,795,2024-11-28,Processed,39000,OVO
835,548,2024-05-09,Shipped,296000,Gopay
836,313,2024-10-18,Processed,119000,Cash
837,915,2025-02-16,Processed,69000,Dana
838,704,2024-04-29,Shipped,140000,Dana
839,184,2024-12-04,Processed,120000,Gopay
840,703,2024-09-24,Shipped,83000,Cash
841,658,2024-03-11,Processed,119000,OVO
842,754,2024-05-03,Processed,275000,OVO
843,858,2024-08-26,Completed,154000,Gopay
844,815,2024-10-12,Processed,193000,Gopay
845,446,2024-03-10,Completed,217000,Gopay
846,81,2024-05-15,Processed,171000,OVO
847,696,2024-08-10,Processed,134000,Gopay
848,886,2024-10-18,Completed,89000,Dana
849,964,2024-03-10,Shipped,318000,OVO
850,120,2024-08-21,Shipped,98000,Cash
851,324,2024-10-26,Processed,156000,Cash
852,888,2024-03-14,Processed,153000,Cash
853,622,2024-05-01,Shipped,111000,Dana
854,344,2024-05-07,Completed,48000,Gopay
855,72,2025-01-20,Shipped,117000,Dana
856,692,2024-05-25,Processed,335000,Dana
857,66,2024-04-28,Completed,108000,Gopay
858,542,2024-04-22,Processed,428000,OVO
859,853,2024-08-30,Shipped,186000,Gopay
860,122,2024-12-02,Processed,163000,Dana
861,305,2024-04-17,Shipped,265000,OVO
862,541,2024-03-25,Processed,112000,Dana
863,613,2025-01-09,Processed,0,OVO
864,7,2024-08-13,Processed,81000,Cash
865,306,2024-12-15,Completed,80000,Dana
866,505,2024-05-10,Processed,261000,OVO
867,449,2025-02-06,Completed,31000,OVO
868,287,2024-05-30,Completed,170000,Gopay
869,100,2024-09-05,Shipped,146000,Cash
870,480,2024-04-07,Shipped,208000,OVO
871,180,2024-05-15,Shipped,369000,Gopay
872,271,2024-12-31,Shipped,181000,Dana
873,437,2024-11-08,Processed,100000,Dana
874,534,2024-12-05,Shipped,110000,Dana
875,756,2024-09-07,Processed,14000,Gopay
876,808,2024-07-13,Completed,209000,Cash
877,871,2024-11-10,Completed,35000,Cash
878,296,2024-05-11,Shipped,94000,Cash
879,802,2024-08-17,Shipped,7000,OVO
880,605,2024-04-24,Shipped,5000,OVO
881,843,2024-05-15,Completed,177000,OVO
882,914,2024-06-06,Shipped,94000,OVO
883,592,2024-08-27,Processed,167000,Dana
884,892,2024-10-13,Processed,239000,Dana
885,773,2024-05-27,Completed,95000,OVO
886,694,2024-04-09,Completed,142000,Gopay
887,486,2025-01-15,Processed,184000,Cash
888,343,2025-02-01,Shipped,186000,OVO
889,665,2024-03-06,Completed,68000,OVO
890,779,2024-03-27,Shipped,121000,Cash
891,19,2024-07-17,Completed,70000,Gopay
892,915,2024-05-19,Shipped,82000,Dana
893,230,2024-04-19,Shipped,156000,Cash
894,224,2024-03-14,Shipped,232000,Cash
895,499,2024-03-06,Processed,294000,Gopay
896,871,2024-08-31,Processed,159000,OVO
897,108,2024-11-12,Completed,111000,Gopay
898,462,2025-01-26,Shipped,78000,Cash
899,929,2025-02-16,Completed,48000,Dana
900,720,2024-03-28,Completed,136000,Dana
901,102,2024-09-30,Shipped,8000,Cash
902,590,2024-04-06,Shipped,92000,Cash
903,805,2024-05-16,Processed,216000,Gopay
904,432,2024-12-20,Shipped,70000,Gopay
905,106,2024-11-20,Shipped,138000,Gopay
906,367,2024-04-19,Processed,301000,Gopay
907,380,2024-08-28,Completed,158000,OVO
908,718,2024-09-28,Shipped,154000,Dana
909,219,2024-07-23,Shipped,97000,OVO
910,262,2025-02-02,Completed,128000,Dana
911,409,2025-01-24,Completed,95000,Cash
912,178,2024-10-30,Shipped,350000,OVO
913,259,2024-06-04,Processed,131000,Dana
914,330,2024-12-11,Processed,252000,Dana
915,137,2025-01-05,Shipped,6000,Gopay
916,271,2024-12-27,Processed,54000,OVO
917,856,2024-05-21,Shipped,97000,Dana
918,220,2024-03-24,Shipped,152000,OVO
919,669,2025-01-16,Completed,194000,Gopay
920,843,2025-02-01,Completed,68000,Dana
921,218,2025-02-09,Shipped,149000,OVO
922,45,2024-12-28,Completed,69000,Cash
923,724,2024-09-17,Processed,143000,Dana
924,415,2024-08-10,Shipped,85000,Gopay
925,89,2024-09-07,Processed,355000,Dana
926,151,2024-10-13,Completed,90000,OVO
927,640,2025-02-05,Completed,240000,Dana
928,897,2024-09-14,Processed,101000,OVO
929,525,2024-08-22,Shipped,68000,OVO
930,444,2024-06-13,Completed,377000,Cash
931,714,2024-12-01,Shipped,90000,OVO
932,684,2024-05-09,Processed,91000,Gopay
933,698,2025-01-23,Processed,60000,Dana
934,186,2024-08-05,Completed,198000,Gopay
935,975,2024-12-05,Shipped,0,OVO
936,788,2024-09-07,Shipped,110000,Gopay
937,692,2024-05-15,Shipped,253000,Cash
938,26,2024-02-27,Processed,181000,Gopay
939,330,2024-05-22,Processed,108000,Gopay
940,9,2024-06-23,Completed,67000,Gopay
941,602,2024-04-04,Processed,117000,Cash
942,600,2024-07-30,Processed,97000,Dana
943,759,2024-09-19,Shipped,130000,Dana
944,2,2024-10-01,Shipped,137000,Cash
945,257,2024-06-01,Shipped,195000,Gopay
946,304,2025-01-25,Completed,119000,OVO
947,478,2024-05-02,Completed,162000,Cash
948,490,2024-11-25,Processed,229000,OVO
949,509,2024-07-17,Completed,149000,OVO
950,644,2024-06-19,Completed,74000,Gopay
951,16,2024-06-29,Processed,110000,Gopay
952,569,2024-11-02,Processed,339000,OVO
953,921,2024-09-21,Shipped,155000,Dana
954,59,2024-06-03,Completed,187000,Gopay
955,208,2024-09-14,Shipped,226000,Dana
956,262,2024-12-02,Completed,109000,Gopay
957,263,2024-05-27,Completed,62000,Gopay
958,667,2025-01-31,Shipped,517000,Dana
959,564,2024-06-19,Shipped,279000,Gopay
960,501,2024-05-23,Completed,95000,Gopay
961,446,2025-02-16,Processed,209000,OVO
962,992,2024-10-11,Processed,106000,Dana
963,246,2024-07-31,Shipped,112000,OVO
964,386,2024-07-23,Completed,247000,Gopay
965,151,2024-12-21,Completed,45000,Gopay
966,76,2024-07-09,Processed,209000,Gopay
967,346,2024-02-24,Shipped,108000,Dana
968,397,2024-03-25,Shipped,189000,Gopay
969,93,2025-02-21,Shipped,88000,Dana
970,214,2024-06-22,Completed,118000,Gopay
971,56,2025-02-22,Shipped,123000,Dana
972,767,2024-09-18,Completed,90000,Cash
973,52,2025-01-13,Shipped,299000,Dana
974,146,2024-09-23,Completed,66000,Dana
975,180,2025-02-03,Shipped,255000,Gopay
976,862,2024-06-20,Shipped,190000,OVO
977,477,2025-02-16,Processed,48000,Gopay
978,957,2024-03-21,Processed,276000,Cash
979,536,2024-09-15,Shipped,78000,Cash
980,15,2024-07-14,Shipped,179000,Gopay
981,449,2024-11-12,Shipped,176000,Gopay
982,550,2024-04-11,Processed,95000,Gopay
983,796,2024-03-23,Completed,98000,Cash
984,212,2024-03-25,Processed,0,Gopay
985,531,2024-05-24,Shipped,185000,Cash
986,816,2024-08-08,Shipped,206000,Gopay
987,383,2024-03-09,Processed,310000,Gopay
988,523,2024-11-02,Completed,121000,Cash
989,178,2024-04-17,Processed,141000,OVO
990,739,2024-10-17,Shipped,225000,Gopay
991,737,2024-05-20,Completed,342000,OVO
992,43,2024-08-26,Shipped,55000,OVO
993,971,2024-09-17,Processed,116000,Cash
994,23,2024-02-27,Shipped,102000,OVO
995,230,2024-04-17,Processed,222000,Cash
996,653,2024-07-04,Processed,246000,OVO
997,462,2024-10-23,Completed,0,Gopay
998,829,2024-12-24,Processed,133000,Dana
999,226,2024-12-09,Shipped,141000,Dana
1000,282,2024-10-24,Shipped,0,Dana
1001,260,2024-07-18,Shipped,0,OVO
1002,15,2024-04-23,Shipped,0,Dana
1003,5,2025-02-07,Processed,0,Gopay
1004,184,2024-09-05,Processed,0,Cash
1005,910,2024-08-10,Processed,0,OVO
1006,688,2024-09-22,Shipped,0,Cash
1007,808,2025-01-21,Completed,0,Dana
1008,479,2024-07-18,Processed,0,OVO
1009,925,2024-12-31,Completed,0,OVO
1010,999,2024-10-14,Shipped,0,OVO
1011,434,2024-07-05,Shipped,0,Dana
1012,623,2024-04-10,Processed,0,Cash
1013,20,2024-09-04,Shipped,0,Cash
1014,604,2025-01-21,Shipped,0,Cash
1015,513,2025-01-02,Completed,0,Gopay
1016,401,2024-04-10,Processed,0,Cash
1017,849,2025-02-12,Shipped,0,Cash
1018,323,2024-11-07,Shipped,0,OVO
1019,875,2024-03-28,Shipped,0,Dana
1020,534,2024-12-11,Completed,0,Dana
1021,336,2024-04-23,Shipped,0,Dana
1022,917,2024-07-29,Processed,0,Dana
1023,161,2025-02-18,Completed,0,Dana
1024,278,2024-10-11,Processed,0,Gopay
1025,952,2024-11-16,Shipped,0,Gopay
1026,511,2025-01-26,Shipped,0,OVO
1027,205,2024-12-22,Processed,0,Cash
1028,923,2024-05-08,Processed,0,Cash
1029,762,2024-06-19,Completed,0,Cash
1030,359,2024-09-15,Completed,0,OVO
1031,703,2024-05-21,Processed,0,Cash
1032,985,2024-03-02,Completed,0,Cash
1033,860,2024-04-20,Shipped,0,Dana
1034,809,2024-11-14,Processed,0,Dana
1035,151,2024-10-07,Shipped,0,Gopay
1036,608,2024-05-08,Processed,0,Dana
1037,76,2025-01-27,Processed,0,Gopay
1038,776,2024-07-06,Completed,0,Gopay
1039,632,2025-01-20,Shipped,0,Cash
1040,660,2025-01-25,Processed,0,Gopay
1041,934,2024-05-13,Processed,0,Gopay
1042,255,2024-09-16,Completed,0,Gopay
1043,184,2025-01-04,Shipped,0,Dana
1044,213,2024-06-24,Shipped,0,OVO
1045,998,2024-03-22,Completed,0,Gopay
1046,263,2025-01-08,Shipped,0,OVO
1047,408,2024-11-01,Processed,0,Gopay
1048,639,2024-04-07,Processed,0,Cash
1049,68,2024-10-28,Processed,0,Dana
1050,93,2024-08-07,Shipped,0,Dana
1051,319,2024-09-03,Shipped,0,Cash
1052,230,2024-05-25,Processed,0,Dana
1053,505,2024-06-15,Processed,0,Cash
1054,895,2024-05-18,Completed,0,Dana
1055,13,2024-11-19,Processed,0,Dana
1056,576,2024-11-04,Shipped,0,Gopay
1057,399,2024-11-29,Shipped,0,Gopay
1058,593,2024-08-02,Shipped,0,Gopay
1059,13,2025-01-05,Shipped,0,Dana
1060,708,2025-01-28,Completed,0,Gopay
1061,863,2024-04-21,Processed,0,Gopay
1062,774,2024-07-31,Shipped,0,Gopay
1063,191,2024-09-13,Processed,0,Cash
1064,439,2024-04-08,Completed,0,Gopay
1065,149,2025-02-20,Processed,0,Gopay
1066,199,2024-08-19,Processed,0,Gopay
1067,733,2024-08-06,Completed,0,OVO
1068,451,2024-08-29,Completed,0,Gopay
1069,977,2024-08-24,Processed,0,Gopay
1070,255,2024-06-10,Completed,0,Gopay
1071,34,2025-01-28,Completed,0,Gopay
1072,822,2024-03-23,Processed,0,Dana
1073,956,2024-05-29,Processed,0,Cash
1074,337,2024-03-27,Processed,0,OVO
1075,735,2025-01-15,Shipped,0,Gopay
1076,780,2024-07-02,Completed,0,Gopay
1077,748,2024-05-24,Processed,0,Gopay
1078,553,2024-10-15,Shipped,0,Cash
1079,793,2024-06-26,Processed,0,Gopay
1080,654,2024-12-20,Shipped,0,Gopay
1081,639,2024-09-10,Shipped,0,Dana
1082,45,2024-10-10,Shipped,0,OVO
1083,518,2024-12-30,Shipped,0,Cash
1084,821,2024-08-14,Shipped,0,Gopay
1085,568,2024-06-24,Completed,0,Gopay
1086,610,2024-03-16,Processed,0,Dana
1087,67,2024-09-27,Processed,0,Cash
1088,868,2024-06-10,Shipped,0,Dana
1089,176,2024-08-19,Completed,0,Dana
1090,977,2025-01-03,Shipped,0,Dana
1091,428,2025-01-24,Completed,0,Cash
1092,898,2025-02-12,Processed,0,Cash
1093,806,2024-10-01,Shipped,0,Gopay
1094,258,2024-08-05,Completed,0,Gopay
1095,203,2024-09-22,Processed,0,OVO
1096,733,2025-02-20,Completed,0,Dana
1097,9,2024-03-18,Completed,0,Cash
1098,976,2024-05-10,Shipped,0,Gopay
1099,84,2024-05-14,Shipped,0,Dana
1100,187,2024-05-11,Processed,0,Gopay
1101,264,2024-05-21,Completed,0,Dana
1102,194,2024-02-26,Processed,0,Dana
1103,418,2025-02-01,Shipped,0,OVO
1104,382,2024-04-03,Completed,0,OVO
1105,676,2024-09-27,Processed,0,OVO
1106,586,2024-08-07,Shipped,0,Dana
1107,640,2024-07-02,Completed,0,Cash
1108,930,2024-08-14,Completed,0,Dana
1109,387,2024-04-11,Processed,0,OVO
1110,468,2024-06-16,Shipped,0,OVO
1111,463,2024-10-11,Processed,0,Gopay
1112,687,2024-12-10,Completed,0,Gopay
1113,598,2024-09-15,Processed,0,OVO
1114,402,2024-10-12,Shipped,0,OVO
1115,441,2025-02-14,Shipped,0,Gopay
1116,895,2024-09-16,Shipped,0,Gopay
1117,792,2025-01-05,Completed,0,Cash
1118,539,2024-05-14,Completed,0,OVO
1119,396,2025-01-06,Completed,0,Gopay
1120,680,2024-06-06,Shipped,0,Cash
1121,675,2024-04-27,Completed,0,Cash
1122,329,2024-03-20,Shipped,0,Dana
1123,66,2025-02-09,Shipped,0,Cash
1124,600,2024-03-11,Shipped,0,OVO
1125,916,2024-05-30,Processed,0,Dana
1126,267,2024-02-29,Shipped,0,Cash
1127,649,2025-02-19,Shipped,0,Cash
1128,930,2024-12-06,Shipped,0,OVO
1129,736,2024-05-04,Completed,0,OVO
1130,567,2024-10-08,Shipped,0,Cash
1131,875,2025-01-18,Shipped,0,Cash
1132,584,2024-12-05,Processed,0,OVO
1133,48,2025-02-21,Completed,0,Gopay
1134,248,2024-05-11,Shipped,0,Gopay
1135,597,2024-10-19,Shipped,0,OVO
1136,521,2025-02-17,Completed,0,Cash
1137,618,2024-12-12,Processed,0,Cash
1138,702,2025-01-23,Completed,0,Gopay
1139,639,2024-03-16,Processed,0,Cash
1140,587,2024-05-10,Processed,0,Cash
1141,30,2025-02-09,Completed,0,Gopay
1142,635,2024-04-20,Processed,0,Gopay
1143,14,2025-02-21,Shipped,0,OVO
1144,924,2024-03-23,Completed,0,Cash
1145,564,2025-02-05,Processed,0,OVO
1146,779,2024-07-06,Completed,0,OVO
1147,612,2024-11-03,Completed,0,Dana
1148,761,2024-11-06,Processed,0,Gopay
1149,196,2024-07-14,Shipped,0,Cash
1150,881,2024-11-01,Processed,0,Dana
1151,921,2025-02-05,Completed,0,Dana
1152,666,2024-06-04,Processed,0,Gopay
1153,998,2024-10-06,Completed,0,OVO
1154,25,2024-03-31,Processed,0,Gopay
1155,814,2024-10-05,Completed,0,OVO
1156,47,2024-11-03,Completed,0,Cash
1157,513,2024-08-12,Processed,0,OVO
1158,19,2024-09-01,Shipped,0,Dana
1159,474,2024-04-24,Shipped,0,Cash
1160,59,2024-08-24,Processed,0,Cash
1161,633,2024-06-23,Processed,0,OVO
1162,326,2025-02-19,Processed,0,Gopay
1163,860,2024-11-02,Completed,0,Gopay
1164,753,2024-04-22,Completed,0,Dana
1165,238,2024-04-15,Processed,0,Dana
1166,531,2024-06-07,Processed,0,OVO
1167,191,2024-08-19,Shipped,0,Dana
1168,630,2024-08-31,Processed,0,Gopay
1169,561,2024-09-05,Shipped,0,Cash
1170,824,2024-03-31,Shipped,0,Dana
1171,422,2024-07-12,Completed,0,Dana
1172,581,2024-12-17,Processed,0,OVO
1173,565,2024-11-26,Processed,0,Gopay
1174,863,2024-07-31,Shipped,0,Dana
1175,316,2024-06-18,Processed,0,OVO
1176,718,2024-04-21,Completed,0,Dana
1177,158,2024-05-25,Completed,0,Gopay
1178,337,2024-07-07,Shipped,0,OVO
1179,749,2024-10-25,Processed,0,OVO
1180,628,2024-06-19,Shipped,0,OVO
1181,957,2024-04-14,Shipped,0,Dana
1182,600,2024-10-21,Completed,0,OVO
1183,439,2024-05-09,Shipped,0,OVO
1184,409,2024-08-29,Shipped,0,Gopay
1185,458,2025-01-04,Processed,0,Cash
1186,557,2024-05-06,Completed,0,Dana
1187,725,2025-01-17,Processed,0,OVO
1188,858,2025-02-16,Processed,0,Gopay
1189,99,2024-07-18,Completed,0,OVO
1190,107,2024-04-13,Shipped,0,OVO
1191,988,2024-09-24,Shipped,0,Dana
1192,709,2024-05-13,Shipped,0,Cash
1193,317,2025-02-17,Processed,0,Dana
1194,884,2025-02-12,Completed,0,Gopay
1195,583,2025-02-19,Completed,0,Dana
1196,957,2024-05-13,Shipped,0,OVO
1197,786,2024-03-02,Shipped,0,Cash
1198,940,2024-08-24,Shipped,0,Dana
1199,67,2024-03-18,Processed,0,Dana
1200,136,2025-02-13,Completed,0,Dana
1201,556,2024-04-12,Shipped,0,Cash
1202,909,2024-11-11,Processed,0,Dana
1203,985,2024-08-02,Shipped,0,Gopay
1204,734,2024-09-14,Shipped,0,Dana
1205,957,2024-09-11,Processed,0,Gopay
1206,657,2024-11-01,Shipped,0,Cash
1207,325,2024-09-11,Completed,0,OVO
1208,18,2025-01-01,Completed,0,Gopay
1209,737,2024-03-25,Processed,0,Cash
1210,758,2024-10-07,Completed,0,Dana
1211,568,2024-05-19,Shipped,0,Gopay
1212,654,2024-10-16,Processed,0,Cash
1213,260,2024-08-30,Shipped,0,OVO
1214,883,2024-05-02,Shipped,0,OVO
1215,186,2024-09-21,Shipped,0,OVO
1216,942,2024-10-30,Shipped,0,Gopay
1217,84,2025-02-17,Processed,0,OVO
1218,18,2024-04-15,Processed,0,OVO
1219,365,2024-09-06,Processed,0,Gopay
1220,91,2024-12-03,Processed,0,Cash
1221,530,2024-11-15,Completed,0,Dana
1222,280,2025-01-11,Processed,0,Gopay
1223,753,2024-05-09,Processed,0,Dana
1224,384,2024-12-01,Processed,0,Dana
1225,537,2024-11-30,Shipped,0,Dana
1226,667,2024-08-09,Shipped,0,Cash
1227,988,2024-03-27,Shipped,0,Gopay
1228,263,2024-08-21,Processed,0,OVO
1229,623,2024-03-21,Completed,0,OVO
1230,160,2024-12-11,Shipped,0,Dana
1231,330,2024-03-18,Completed,0,Cash
1232,333,2024-08-17,Completed,0,Gopay
1233,609,2024-09-29,Shipped,0,Cash
1234,105,2024-06-18,Completed,0,OVO
